date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:37:35	121130/121130	---MCZ	200	added ('OK')	text/html	etag:%221698-1710544358;gz%22	https://bbs-esthetique.com/contactanos/	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/contactanos/index.html	(from https://bbs-esthetique.com/)
23:37:35	13834/13834	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:35%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/bandera-de-ecuador.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/bandera-de-ecuador.png	(from https://bbs-esthetique.com/)
23:37:35	10312/10312	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:35%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/bandera-de-peru.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/bandera-de-peru.png	(from https://bbs-esthetique.com/)
23:37:36	10765/10765	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:36%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/bandera-de-bolivia.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/bandera-de-bolivia.png	(from https://bbs-esthetique.com/)
23:37:36	10792/10792	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:36%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/viaje.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/viaje.png	(from https://bbs-esthetique.com/)
23:37:36	8866/8866	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:36%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/idea.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/idea.png	(from https://bbs-esthetique.com/)
23:37:36	5222/5222	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:36%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/cirugia-estetica-gratis.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/cirugia-estetica-gratis.png	(from https://bbs-esthetique.com/)
23:37:37	8018/8018	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:36%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/autoestima-1.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/autoestima-1.png	(from https://bbs-esthetique.com/)
23:37:37	8009/8009	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:37%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/seguridad.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/seguridad.png	(from https://bbs-esthetique.com/)
23:37:37	8285/8285	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:37%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/asistencia-medica.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/asistencia-medica.png	(from https://bbs-esthetique.com/)
23:37:37	7168/7168	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:37%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/asitencia-telefonica.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/asitencia-telefonica.png	(from https://bbs-esthetique.com/)
23:37:37	12720/12720	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:37%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/medicamento.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/medicamento.png	(from https://bbs-esthetique.com/)
23:37:38	9794/9794	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:38%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/asistencia-especialistas.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/asistencia-especialistas.png	(from https://bbs-esthetique.com/)
23:37:38	6684/6684	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Mar%202024%2004:37:38%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/atencion-al-paciente.png	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/atencion-al-paciente.png	(from https://bbs-esthetique.com/)
23:37:38	10101/10101	---M-Z	200	added ('OK')	text/css	etag:%222775-65e01c69-5f7882d80b32f180;gz%22	https://bbs-esthetique.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://bbs-esthetique.com/)
23:37:39	90662/90662	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2004:37:38%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/Imagen-de-WhatsApp-2024-02-27-a-las-17.03.20_5456f388-768x704.jpg	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/Imagen-de-WhatsApp-2024-02-27-a-las-17.03.20_5456f388-768x704.jpg	(from https://bbs-esthetique.com/)
23:37:39	39958/39958	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2004:37:39%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/salto-angel.jpg	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/salto-angel.jpg	(from https://bbs-esthetique.com/)
23:37:39	142857/142857	---M-Z	200	added ('OK')	text/html	etag:%221686-1710024441;gz%22	https://bbs-esthetique.com/blog/transforma-tu-belleza-con-bbs-esthetique/	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/blog/transforma-tu-belleza-con-bbs-esthetique/index.html	(from https://bbs-esthetique.com/)
23:37:39	35335/35335	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Mar%202024%2004:37:39%20GMT	https://bbs-esthetique.com/wp-content/uploads/2024/02/vaje.jpg	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/2024/02/vaje.jpg	(from https://bbs-esthetique.com/)
23:37:39	5735/5735	---M-Z	200	added ('OK')	text/css	etag:%221667-65f4a63c-91d9d57d8a39ae72;gz%22	https://bbs-esthetique.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/slick.min.css?ver=4.10.22	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-css/slick.mind5d4.css	(from https://bbs-esthetique.com/)
23:37:39	12374/12374	---M-Z	200	added ('OK')	text/css	etag:%223056-65e0d263-71ce503eb774d390;gz%22	https://bbs-esthetique.com/wp-content/uploads/elementor/css/post-4256.css?ver=1709232739	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/elementor/css/post-4256b68f.css	(from https://bbs-esthetique.com/)
23:37:40	9962/9962	---M-Z	200	added ('OK')	text/css	etag:%2226ea-65e0a42d-d92b0d195b82dc16;gz%22	https://bbs-esthetique.com/wp-content/uploads/elementor/css/post-3931.css?ver=1709220909	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/elementor/css/post-3931a7d0.css	(from https://bbs-esthetique.com/)
23:37:40	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-65e01c69-3383920502f3cbf7;gz%22	https://bbs-esthetique.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.19.4	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/plugins/elementor/assets/lib/animations/animations.min6e54.css	(from https://bbs-esthetique.com/)
23:37:40	142028/142028	---M-Z	200	added ('OK')	text/html	etag:%221687-1710024443;gz%22	https://bbs-esthetique.com/blog/bbs-esthetique-tu-puerta-a-la-belleza-sin-fronteras/	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/blog/bbs-esthetique-tu-puerta-a-la-belleza-sin-fronteras/index.html	(from https://bbs-esthetique.com/)
23:37:40	7396/7396	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ce4-65e119fe-9745681407492533;gz%22	https://bbs-esthetique.com/wp-content/uploads/premium-addons-elementor/pa-frontend-5bd72b0c3.min.js?ver=1710378866	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/uploads/premium-addons-elementor/pa-frontend-5bd72b0c3.min64ed.js	(from https://bbs-esthetique.com/)
23:37:40	2937/2937	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b79-65d013db-b743c3c8147409cf;gz%22	https://bbs-esthetique.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min.js?ver=3.0.1	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/themes/hello-elementor/assets/js/hello-frontend.min41fe.js	(from https://bbs-esthetique.com/)
23:37:41	591/591	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224f-65f4a63c-74dd3575197f16e1;gz%22	https://bbs-esthetique.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-wrapper-link.min.js?ver=4.10.22	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-wrapper-link.mind5d4.js	(from https://bbs-esthetique.com/)
23:37:41	25202/25202	---M-Z	200	added ('OK')	application/x-javascript	etag:%226272-65d946f0-5ce8d82ab87ad1b2;gz%22	https://bbs-esthetique.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://bbs-esthetique.com/)
23:37:41	37239/37239	---MCZ	200	added ('OK')	text/html	etag:%221701-1710547995;gz%22	https://bbs-esthetique.com/politicas-de-privacidad/	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/politicas-de-privacidad/index.html	(from https://bbs-esthetique.com/)
23:37:41	141636/141636	---MCZ	200	added ('OK')	text/html	etag:%221708-1710563861;gz%22	https://bbs-esthetique.com/blog/turismo-estetico-con-bbs-esthetique/	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/blog/turismo-estetico-con-bbs-esthetique/index.html	(from https://bbs-esthetique.com/)
23:37:41	1801/1801	---M-Z	200	added ('OK')	application/x-javascript	etag:%22709-65e01c69-21688c2ee8da1aef;gz%22	https://bbs-esthetique.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://bbs-esthetique.com/)
23:37:42	5520/5520	---M-Z	200	added ('OK')	application/x-javascript	etag:%221590-65e907af-913c5fe914872fdb;gz%22	https://bbs-esthetique.com/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/Pagina/bbs-esthetique.com/wp-includes/js/imagesloaded.minbb93.js	(from https://bbs-esthetique.com/)
